# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/yc1201/rnaseq_ypd1/reference/genomic.gtf" "-t" "exon" "-g" "gene_id" "-o" "/home/yc1201/rnaseq_ypd1/results/counts/candida_counts_matrix.txt" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam
CAALFM_C102450CA	NC_032089.1	520056	520586	-	531	158	156	179	179	162	161	155	112
CAALFM_C102460WA	NC_032089.1	521288	521950	+	663	71985	74799	68989	72037	61919	58073	78731	72825
CAALFM_C102470WA	NC_032089.1	522615	523085	+	471	93	65	104	125	153	117	73	46
CAALFM_C102480WA	NC_032089.1	523976	524734	+	759	522	519	563	461	590	591	650	626
CAALFM_C102490CA	NC_032089.1	524841	526862	-	2022	632	712	737	823	858	913	856	791
CAALFM_C102500WA	NC_032089.1	527100	527726	+	627	203	237	186	200	205	226	266	210
CAALFM_C102510WA	NC_032089.1	528029	528760	+	732	363	358	394	389	368	358	423	404
CAALFM_C102520WA	NC_032089.1	530172	531908	+	1737	78	43	114	130	303	228	36	43
CAALFM_C102530CA	NC_032089.1	532403	534163	-	1761	14968	16236	15190	15290	11528	10226	7499	7072
CAALFM_C102540CA	NC_032089.1	536532	536604	-	73	0	0	3	1	7	4	1	0
CAALFM_C102570CA	NC_032089.1	537385	539079	-	1695	72	87	165	185	229	183	113	89
CAALFM_C102580WA	NC_032089.1	540001	541512	+	1512	85	72	128	194	237	227	151	128
CAALFM_C102590CA	NC_032089.1	541722	542600	-	879	1833	1741	1918	1985	2725	2723	3642	3302
CAALFM_C102600WA	NC_032089.1	544056	544805	+	750	1032	1043	975	1071	850	712	1205	1225
CAALFM_C102610WA	NC_032089.1	545022	549395	+	4374	1087	1100	1160	1062	1158	1141	1106	1058
CAALFM_C102620CA	NC_032089.1	549494	550573	-	1080	13538	14035	14373	14186	15703	14828	17310	15273
CAALFM_C102630CA	NC_032089.1	550937	552376	-	1440	198	214	328	382	1031	955	249	242
CAALFM_C102640CA	NC_032089.1	552858	553373	-	516	6428	7112	6971	7280	6501	6311	7405	6706
CAALFM_C102650WA	NC_032089.1	553758	554360	+	603	703	854	734	803	581	636	843	775
CAALFM_C102660CA	NC_032089.1	554577	555404	-	828	731	713	701	698	826	674	808	708
CAALFM_C102670CA	NC_032089.1	555675	558101	-	2427	14	43	89	60	166	125	14	21
CAALFM_C102680CA	NC_032089.1	558921	561449	-	2529	190	200	307	259	461	509	162	135
CAALFM_C102690CA	NC_032089.1	562357	562659	-	303	107	110	1392	1470	3120	3083	158	163
CAALFM_C102700CA	NC_032089.1	564255	564428	-	174	1590	1430	4184	3893	9264	10234	2437	2522
CAALFM_C102710WA	NC_032089.1	565683	567173	+	1491	4965	5808	5385	5385	5385	5426	5944	5486
CAALFM_C102720WA	NC_032089.1	567442	568635	+	1194	201	216	232	206	295	265	227	195
CAALFM_C102730WA	NC_032089.1	574220	575107	+	888	175	215	195	218	321	267	180	179
CAALFM_C102740CA	NC_032089.1	575478	576398	-	921	131	99	120	86	99	116	91	79
CAALFM_C102750CA	NC_032089.1	576658	579045	-	2388	808	810	768	812	1151	1051	978	908
CAALFM_C102760WA	NC_032089.1	579750	580802	+	1053	2522	2657	2263	2247	2458	2449	2624	2633
CAALFM_C102770WA	NC_032089.1;NC_032089.1	581212;581459	581353;581508	+;+	192	1082	1224	1249	1113	1395	1429	1429	1354
CAALFM_C102780WA	NC_032089.1	581844	582602	+	759	1190	1331	1304	1173	1597	1635	1796	1616
CAALFM_C102790WA	NC_032089.1	582899	583951	+	1053	16135	17711	16807	17001	17551	16826	18059	16219
CAALFM_C102800WA	NC_032089.1	584332	584934	+	603	6	24	28	43	102	80	18	20
CAALFM_C102810WA	NC_032089.1	585914	588472	+	2559	698	769	872	831	2026	1592	706	553
CAALFM_C102820WA	NC_032089.1	588902	593116	+	4215	1228	1134	1225	1305	1962	1881	1409	1252
CAALFM_C102830WA	NC_032089.1	593697	595466	+	1770	407	447	418	454	446	492	588	570
CAALFM_C102840WA	NC_032089.1	598018	599733	+	1716	340	296	391	310	328	288	336	323
CAALFM_C102850WA	NC_032089.1	600683	602722	+	2040	484	505	465	608	551	518	628	696
CAALFM_C102860CA	NC_032089.1	603130	603732	-	603	44	43	51	43	53	75	70	57
CAALFM_C102870WA	NC_032089.1	604676	605542	+	867	76	62	95	88	95	98	88	82
CAALFM_C102880CA	NC_032089.1	605725	606483	-	759	739	653	606	650	519	388	664	642
CAALFM_C102890CA	NC_032089.1	607149	607523	-	375	787	940	906	780	729	807	621	526
CAALFM_C102900CA	NC_032089.1	607807	609984	-	2178	124	187	146	210	139	171	180	173
CAALFM_C102910CA	NC_032089.1	610205	611635	-	1431	150	129	180	139	248	212	173	160
CAALFM_C102920WA	NC_032089.1	611934	613046	+	1113	838	864	818	811	931	864	817	688
CAALFM_C102930CA	NC_032089.1	613106	614473	-	1368	811	802	902	871	791	710	817	754
CAALFM_C102940CA	NC_032089.1	614701	615219	-	519	1531	1571	1470	1700	2237	2106	1832	1573
CAALFM_C102950WA	NC_032089.1	615467	615844	+	378	113	87	101	84	124	149	99	78
CAALFM_C102960CA	NC_032089.1	615939	617726	-	1788	1063	1094	1153	1167	1532	1433	1242	1171
CAALFM_C102970WA	NC_032089.1	618379	619644	+	1266	2639	2584	2973	2854	5461	5631	4293	3818
CAALFM_C102980WA	NC_032089.1	620103	621131	+	1029	177	160	297	316	1046	1023	337	283
CAALFM_C102990CA	NC_032089.1	622222	623538	-	1317	102	113	411	356	781	720	211	204
CAALFM_C103000WA	NC_032089.1	628046	629806	+	1761	147	138	139	167	230	270	155	143
CAALFM_C103010WA	NC_032089.1	630193	630513	+	321	65903	74402	70369	70420	54078	53062	90266	76749
CAALFM_C103020CA	NC_032089.1	631014	631622	-	609	7327	8462	7080	7093	7139	6456	8704	8729
CAALFM_C103030WA	NC_032089.1;NC_032089.1	632083;632431	632103;632838	+;+	429	88184	99936	91943	92414	80470	71458	106073	99730
CAALFM_C103040WA	NC_032089.1	633766	634524	+	759	305	327	453	407	629	577	529	491
CAALFM_C103050WA	NC_032089.1	635104	638259	+	3156	401	435	479	409	684	552	480	455
CAALFM_C103060CA	NC_032089.1	638337	638966	-	630	1028	1152	1090	1139	1019	1141	998	931
CAALFM_C103070CA	NC_032089.1	639143	641560	-	2418	819	967	979	968	1227	1031	1190	1171
CAALFM_C103080CA	NC_032089.1;NC_032089.1	641962;642608	642529;642642	-;-	603	37	55	51	34	28	37	64	56
CAALFM_C103090WA	NC_032089.1	643226	643996	+	771	88900	95346	89574	91766	80394	71036	106837	96149
CAALFM_C103100WA	NC_032089.1;NC_032089.1	645104;645312	645118;649550	+;+	4254	1317	1381	1339	1492	2023	2089	1610	1559
CAALFM_C103110WA	NC_032089.1;NC_032089.1	650064;650438	650075;650956	+;+	531	7757	9031	8452	9466	6690	5097	8989	8184
CAALFM_C103120WA	NC_032089.1	651902	653134	+	1233	785	716	919	793	642	698	628	549
CAALFM_C103130CA	NC_032089.1	653447	655201	-	1755	1352	1457	1571	1461	1616	1522	1624	1496
CAALFM_C103140WA	NC_032089.1	655798	656274	+	477	284	239	242	243	280	356	192	224
CAALFM_C103150CA	NC_032089.1;NC_032089.1	656446;657166	657075;657201	-;-	666	474	508	487	447	1100	1250	708	712
CAALFM_C103160CA	NC_032089.1	657572	658543	-	972	558	576	634	531	569	545	625	516
CAALFM_C103170CA	NC_032089.1	658804	660771	-	1968	364	290	362	312	413	323	246	258
CAALFM_C103180WA	NC_032089.1	660929	661792	+	864	200	197	208	239	258	299	243	219
CAALFM_C103190CA	NC_032089.1;NC_032089.1	662177;664276	663387;664336	-;-	1272	2569	2873	3177	3198	2603	1861	2459	2078
CAALFM_C103200CA	NC_032089.1	668763	671960	-	3198	284	424	478	472	792	726	587	557
CAALFM_C103210CA	NC_032089.1;NC_032089.1	672483;673798	673635;673838	-;-	1194	3963	4087	3671	3449	3956	4356	5070	4628
CAALFM_C103220CA	NC_032089.1	675074	675868	-	795	31948	34180	31326	30085	32469	30515	39136	35799
CAALFM_C103230CA	NC_032089.1	677396	679090	-	1695	3514	3762	3657	3830	3146	2932	3077	2874
CAALFM_C103240WA	NC_032089.1	679785	680210	+	426	986	1061	1051	1121	955	1028	1376	1294
CAALFM_C103250CA	NC_032089.1	680242	681462	-	1221	343	372	325	301	413	407	361	404
CAALFM_C103260WA	NC_032089.1	681644	683680	+	2037	157	144	166	168	211	315	200	207
CAALFM_C103270WA	NC_032089.1;NC_032089.1	683901;684002	683927;685105	+;+	1131	252	213	237	193	215	236	156	132
CAALFM_C103280WA	NC_032089.1	685412	686344	+	933	4765	5348	5162	5236	4934	4850	5912	5502
CAALFM_C103290WA	NC_032089.1	686628	688511	+	1884	423	389	430	460	560	502	404	426
CAALFM_C103300CA	NC_032089.1	688617	690020	-	1404	1901	2026	2017	1935	1734	1575	1859	1841
CAALFM_C103310WA	NC_032089.1	690480	691616	+	1137	1177	1101	1122	1040	1272	1279	1152	1113
CAALFM_C103320CA	NC_032089.1	691821	693329	-	1509	446	412	427	522	496	549	241	220
CAALFM_C103330CA	NC_032089.1	694143	695732	-	1590	98	62	101	110	251	179	99	73
CAALFM_C103340CA	NC_032089.1	696019	696900	-	882	1342	1476	1677	1804	2140	2090	2020	1760
CAALFM_C103350CA	NC_032089.1	697530	699398	-	1869	753	948	945	1120	1183	1078	1042	913
CAALFM_C103360WA	NC_032089.1	701716	705948	+	4233	3683	3913	4264	4114	5556	5452	3925	3716
CAALFM_C103370WA	NC_032089.1	706488	708377	+	1890	18555	20519	19903	21005	17084	15363	22656	20703
CAALFM_C103380WA	NC_032089.1	709461	712127	+	2667	4276	3975	3925	3591	4029	3610	3980	3512
CAALFM_C103390WA	NC_032089.1	712967	714244	+	1278	1115	1312	1273	1422	1468	1509	1396	1358
CAALFM_C103400WA	NC_032089.1	715541	717490	+	1950	1617	1494	1557	1322	1251	1025	1384	1321
CAALFM_C103410WA	NC_032089.1	717686	718510	+	825	83	104	124	106	112	142	135	186
CAALFM_C103420WA	NC_032089.1;NC_032089.1	719205;719274	719242;719309	+;+	74	4	1	8	3	6	10	1	0
CAALFM_C103430WA	NC_032089.1	719613	720668	+	1056	137	178	169	195	211	188	212	185
CAALFM_C103440CA	NC_032089.1	721115	722551	-	1437	1480	1632	1566	1557	1653	1577	1891	1729
CAALFM_C103450CA	NC_032089.1	723114	726743	-	3630	586	647	682	605	645	686	650	646
CAALFM_C103460CA	NC_032089.1	727114	730086	-	2973	199	221	228	209	318	267	305	264
CAALFM_C103470CA	NC_032089.1	731029	732438	-	1410	15	19	32	30	20	18	3	6
CAALFM_C103480CA	NC_032089.1	732768	735644	-	2877	239	226	278	221	202	218	231	257
CAALFM_C103490WA	NC_032089.1	736791	737672	+	882	1793	1852	1915	1689	2145	2134	1792	1641
CAALFM_C103500WA	NC_032089.1	738229	738852	+	624	216	212	180	177	228	246	224	208
CAALFM_C103510CA	NC_032089.1	739135	739680	-	546	2265	2344	2348	2223	2535	2360	2704	2489
CAALFM_C103520WA	NC_032089.1	740588	742033	+	1446	4268	4437	4253	4042	5103	4979	3592	3678
CAALFM_C103530WA	NC_032089.1;NC_032089.1	742220;742361	742293;743984	+;+	1698	666	615	717	777	1126	969	814	709
CAALFM_C103540CA	NC_032089.1	744048	744458	-	411	458	554	543	534	487	599	510	465
CAALFM_C103550CA	NC_032089.1	744891	746333	-	1443	1780	1894	2021	1981	2165	2033	1963	1854
CAALFM_C103560CA	NC_032089.1	746720	747754	-	1035	4033	4065	4620	4794	5763	5427	4364	4030
CAALFM_C103570CA	NC_032089.1;NC_032089.1	748226;748303	748271;748341	-;-	85	0	0	8	9	20	12	1	2
CAALFM_C103580WA	NC_032089.1	749095	749193	+	99	0	0	11	15	15	16	4	2
CAALFM_C103600WA	NC_032089.1	749583	750410	+	828	762	814	758	858	898	894	856	818
CAALFM_C103610CA	NC_032089.1	750533	751084	-	552	630	662	576	682	741	714	998	853
CAALFM_C103620CA	NC_032089.1;NC_032089.1	751389;751978	751648;752110	-;-	393	2011	2024	2374	2613	2377	2448	2352	2162
CAALFM_C103630WA	NC_032089.1	752775	756314	+	3540	512	515	540	549	514	470	554	556
CAALFM_C103640CA	NC_032089.1	756361	757074	-	714	725	799	768	844	794	851	942	850
CAALFM_C103650CA	NC_032089.1	757289	757795	-	507	1294	1432	1498	1531	1047	1039	1278	1402
CAALFM_C103660WA	NC_032089.1	758284	758523	+	240	176	178	149	162	189	199	213	201
CAALFM_C103670CA	NC_032089.1	758553	759638	-	1086	213	220	199	216	208	227	234	223
CAALFM_C103680WA	NC_032089.1	761416	764853	+	3438	1062	1085	1190	1033	1698	1474	1662	1660
CAALFM_C103690WA	NC_032089.1	765465	766517	+	1053	793	893	924	845	910	864	935	810
CAALFM_C103700CA	NC_032089.1;NC_032089.1	766633;766685	766668;766720	-;-	72	0	1	0	0	1	4	0	1
CAALFM_C103710CA	NC_032089.1	767067	770930	-	3864	708	730	690	717	701	648	886	787
CAALFM_C103720CA	NC_032089.1	773999	775771	-	1773	563	522	559	444	238	244	537	495
CAALFM_C103730CA	NC_032089.1	776730	778577	-	1848	1581	1472	1548	1578	1928	1817	1723	1727
CAALFM_C103740WA	NC_032089.1	781112	783955	+	2844	270	251	224	217	434	450	204	251
CAALFM_C103750WA	NC_032089.1	784461	785012	+	552	339	292	297	268	367	403	339	268
CAALFM_C103760CA	NC_032089.1	785087	786874	-	1788	903	1006	909	1061	1456	1490	1082	1037
CAALFM_C103770WA	NC_032089.1;NC_032089.1	788296;788418	788307;790142	+;+	1737	303	350	461	483	654	548	288	287
CAALFM_C103780CA	NC_032089.1	790364	793585	-	3222	1094	1197	1181	1075	1445	1417	1318	1178
CAALFM_C103790CA	NC_032089.1	795543	796823	-	1281	12367	13412	13100	14155	11340	10852	11308	10291
CAALFM_C103800WA	NC_032089.1	797157	798089	+	933	159	233	259	236	266	342	274	247
CAALFM_C103810CA	NC_032089.1	798181	799359	-	1179	106	100	189	189	427	473	181	180
CAALFM_C103820WA	NC_032089.1	801727	802836	+	1110	283	343	385	334	634	629	402	420
CAALFM_C103830CA	NC_032089.1	803002	803994	-	993	532	551	601	605	486	654	588	503
CAALFM_C103840WA	NC_032089.1	804198	804467	+	270	41	50	50	93	42	47	31	34
CAALFM_C103860CA	NC_032089.1	806466	811433	-	4968	458	554	490	494	562	528	512	431
CAALFM_C103870CA	NC_032089.1	813869	815560	-	1692	508	505	433	385	418	401	310	263
CAALFM_C103880CA	NC_032089.1	820902	821264	-	363	0	0	3	5	4	9	0	1
CAALFM_C103890WA	NC_032089.1	823543	824613	+	1071	34	22	28	26	53	30	34	42
CAALFM_C103900WA	NC_032089.1	825308	825823	+	516	179	190	144	144	186	203	175	177
CAALFM_C103910CA	NC_032089.1	825919	827970	-	2052	295	319	260	302	351	318	288	294
CAALFM_C103920CA	NC_032089.1	828496	830040	-	1545	132	139	131	167	165	168	164	150
CAALFM_C103930WA	NC_032089.1	830273	831781	+	1509	263	322	244	301	296	336	268	268
CAALFM_C103940WA	NC_032089.1	832111	832620	+	510	188	247	245	241	210	278	332	315
CAALFM_C103950CA	NC_032089.1	833227	833766	-	540	2	9	5	10	13	7	18	6
CAALFM_C103960CA	NC_032089.1	834229	836838	-	2610	52	57	50	39	71	78	53	48
CAALFM_C103980WA	NC_032089.1	838231	838758	+	528	127	137	125	132	141	154	150	143
CAALFM_C103990WA	NC_032089.1	839278	840204	+	927	180	195	180	167	156	146	171	170
CAALFM_C104000CA	NC_032089.1	840359	841801	-	1443	226	232	246	225	277	217	196	216
CAALFM_C104010CA	NC_032089.1	842768	843802	-	1035	272	272	374	358	722	750	207	192
CAALFM_C104020CA	NC_032089.1	844770	845783	-	1014	511	270	458	298	783	694	396	446
CAALFM_C104030WA	NC_032089.1	846649	848745	+	2097	682	758	781	778	681	759	779	642
CAALFM_C104040CA	NC_032089.1	848808	850970	-	2163	1515	1686	1906	2162	1829	1917	1583	1507
CAALFM_C104050CA	NC_032089.1	851796	852227	-	432	0	0	1	0	0	0	0	1
CAALFM_C104060WA	NC_032089.1	853943	855709	+	1767	16	21	25	15	42	20	17	31
CAALFM_C104070CA	NC_032089.1;NC_032089.1	855857;857045	856960;857047	-;-	1107	109	154	158	123	190	200	121	124
CAALFM_C104080WA	NC_032089.1	857251	857895	+	645	321	355	422	393	430	518	410	381
CAALFM_C104090CA	NC_032089.1	857906	859393	-	1488	123	101	128	98	102	103	131	109
CAALFM_C104100CA	NC_032089.1	859621	860469	-	849	1335	1362	1478	1206	1287	1062	1482	1319
CAALFM_C104110WA	NC_032089.1	862034	862951	+	918	79	85	111	86	82	135	86	104
CAALFM_C104120CA	NC_032089.1	863013	864074	-	1062	151	155	168	168	149	190	161	146
CAALFM_C104130WA	NC_032089.1	864122	866671	+	2550	1160	1142	1255	1347	1152	1137	1231	1064
CAALFM_C104140WA	NC_032089.1	867380	868414	+	1035	118	66	70	125	128	115	58	53
CAALFM_C104150CA	NC_032089.1	868503	869087	-	585	130	154	189	169	189	266	284	271
CAALFM_C104160CA	NC_032089.1	869423	870325	-	903	85	113	149	160	168	165	145	106
CAALFM_C104170CA	NC_032089.1	870671	871066	-	396	13388	14908	13208	13993	11269	10717	15738	14619
CAALFM_C104180WA	NC_032089.1	871931	872323	+	393	24593	26368	25353	25358	23384	22040	29348	27512
CAALFM_C104190CA	NC_032089.1	872592	873764	-	1173	238	247	302	286	414	378	341	303
CAALFM_C104200CA	NC_032089.1	874582	875391	-	810	329	296	378	398	403	304	246	218
CAALFM_C104210CA	NC_032089.1;NC_032089.1	876392;877782	877668;877791	-;-	1287	3752	3728	3869	3679	4276	4001	4056	3622
CAALFM_C104220CA	NC_032089.1	878742	879311	-	570	1023	1006	1065	902	1208	1133	903	876
CAALFM_C104230WA	NC_032089.1;NC_032089.1	879636;880250	880102;880616	+;+	834	1992	2157	1740	1777	1918	1994	1887	1798
CAALFM_C104240CA	NC_032089.1	880940	881257	-	318	47791	51797	51684	48165	40130	41532	52074	49423
CAALFM_C104260WA	NC_032089.1	882165	882575	+	411	52350	56348	57342	55945	45205	47157	62453	58394
CAALFM_C104270CA	NC_032089.1	882919	884154	-	1236	11	17	45	42	56	65	16	15
CAALFM_C104280CA	NC_032089.1	884550	885734	-	1185	67	89	106	109	92	97	64	51
CAALFM_C104290CA	NC_032089.1;NC_032089.1	886010;889117	888039;889117	-;-	2031	8699	9256	8566	8926	8849	8579	10707	10252
CAALFM_C104300CA	NC_032089.1	890373	892310	-	1938	1940	1977	1875	1845	1972	1683	1751	1728
CAALFM_C104310CA	NC_032089.1	892910	893674	-	765	176	230	237	209	339	359	228	219
CAALFM_C104320WA	NC_032089.1	895092	895877	+	786	938	644	876	593	709	664	516	436
CAALFM_C104330WA	NC_032089.1	897942	899552	+	1611	363	379	684	688	1056	776	394	416
CAALFM_C104340CA	NC_032089.1	899992	900945	-	954	126	107	142	144	110	141	179	134
CAALFM_C104350CA	NC_032089.1	901560	903929	-	2370	57	84	75	71	116	97	49	38
CAALFM_C104360CA	NC_032089.1	905274	905525	-	252	17049	17523	17006	16217	12595	14536	22252	20511
CAALFM_C104370CA	NC_032089.1	905958	906560	-	603	810	875	893	875	829	785	977	975
CAALFM_C104380WA	NC_032089.1	907132	908076	+	945	334	370	414	431	482	398	239	219
CAALFM_C104390CA	NC_032089.1	908570	910795	-	2226	2529	2418	2748	3292	2307	2038	2016	1854
CAALFM_C104400CA	NC_032089.1;NC_032089.1	911109;914159	913713;914328	-;-	2775	6616	6644	6544	6489	8003	8430	9219	8248
CAALFM_C104410CA	NC_032089.1	914539	915072	-	534	1462	1439	1292	1461	1469	1392	1600	1518
CAALFM_C104420CA	NC_032089.1	915265	916104	-	840	1518	1640	1603	1563	1669	1601	1969	1925
CAALFM_C104430CA	NC_032089.1;NC_032089.1	916437;917227	917161;917263	-;-	762	1040	1082	1041	937	1034	1092	1315	1111
CAALFM_C104440WA	NC_032089.1	916801	917169	+	369	0	0	0	0	0	0	0	0
CAALFM_C104450CA	NC_032089.1;NC_032089.1	917491;918287	918215;918323	-;-	762	4560	5015	4306	4571	1702	1606	4991	4234
CAALFM_C104460CA	NC_032089.1	918745	919554	-	810	466	511	642	617	646	636	172	180
CAALFM_C104470CA	NC_032089.1	920167	920688	-	522	108	107	130	125	226	207	118	119
CAALFM_C104480CA	NC_032089.1	921715	925908	-	4194	883	885	1102	997	1180	1204	877	833
CAALFM_C104490WA	NC_032089.1	926875	927996	+	1122	983	1099	1383	1151	1172	1154	1089	1059
CAALFM_C104500WA	NC_032089.1	929091	930743	+	1653	280	236	1080	1162	2172	2150	301	242
CAALFM_C104510WA	NC_032089.1	931183	932622	+	1440	417	396	539	620	748	698	542	482
CAALFM_C104520CA	NC_032089.1;NC_032089.1	932754;933812	933732;933831	-;-	999	1681	1673	1867	1634	1817	1814	1768	1599
CAALFM_C104530CA	NC_032089.1	934147	935706	-	1560	542	494	644	712	586	614	584	507
CAALFM_C104540CA	NC_032089.1	936078	938918	-	2841	373	325	373	334	395	317	353	309
CAALFM_C104550WA	NC_032089.1	939165	939467	+	303	86	130	130	113	130	145	150	126
CAALFM_C104560WA	NC_032089.1	940013	941746	+	1734	248	240	243	207	304	258	169	175
CAALFM_C104570CA	NC_032089.1	941946	943343	-	1398	56	44	48	20	65	76	78	61
CAALFM_C104580CA	NC_032089.1	943640	944467	-	828	443	468	567	512	611	547	475	484
CAALFM_C104590WA	NC_032089.1	946251	946439	+	189	12145	11232	11964	10848	5273	5167	6606	5417
CAALFM_C104600CA	NC_032089.1	947537	948574	-	1038	2934	3148	3055	3271	2826	2769	3264	3020
CAALFM_C104610WA	NC_032089.1;NC_032089.1;NC_032089.1	949329;949692;950049	949403;949834;951471	+;+;+	1641	10130	12187	10069	10743	7540	5490	12045	11379
CAALFM_C104620WA	NC_032089.1	952320	954050	+	1731	1590	1709	1771	1758	1891	1895	1815	1781
CAALFM_C104630CA	NC_032089.1	954196	957687	-	3492	453	340	419	488	630	616	370	366
CAALFM_C104640WA	NC_032089.1	958785	960746	+	1962	1934	1963	1959	1733	2167	2187	1195	1054
CAALFM_C104650WA	NC_032089.1	961930	964107	+	2178	87	92	132	117	211	254	43	29
CAALFM_C104660WA	NC_032089.1	965166	970607	+	5442	104	89	90	85	131	116	56	65
CAALFM_C104670WA	NC_032089.1	970917	972158	+	1242	744	886	845	803	932	993	911	836
CAALFM_C104680WA	NC_032089.1	973480	974406	+	927	6871	6756	6430	5667	6773	5856	9331	9554
CAALFM_C104690CA	NC_032089.1	974965	976872	-	1908	8	4	19	5	22	13	2	4
CAALFM_C104700CA	NC_032089.1	977199	979934	-	2736	159	140	272	264	611	617	138	148
CAALFM_C104710CA	NC_032089.1	980592	981179	-	588	209	222	197	301	248	225	196	257
CAALFM_C104720WA	NC_032089.1	982170	982391	+	222	420	499	689	762	1752	1619	674	666
CAALFM_C104730CA	NC_032089.1	982545	983831	-	1287	943	1117	966	1069	840	862	1126	1187
CAALFM_C104740WA	NC_032089.1	984729	985775	+	1047	307	312	346	339	569	591	302	239
CAALFM_C104750WA	NC_032089.1	986263	987447	+	1185	53	46	57	50	148	137	42	52
CAALFM_C104760CA	NC_032089.1	987525	990488	-	2964	41	42	61	59	89	74	107	69
CAALFM_C104770CA	NC_032089.1	991622	992782	-	1161	422	351	378	321	199	237	341	343
CAALFM_C104780CA	NC_032089.1	994377	997034	-	2658	492	453	429	454	463	495	598	569
CAALFM_C104790WA	NC_032089.1	997297	997971	+	675	786	769	781	773	840	770	728	683
CAALFM_C104800CA	NC_032089.1	998118	1000229	-	2112	4	5	5	6	36	14	3	18
CAALFM_C104810WA	NC_032089.1	1001617	1003743	+	2127	413	430	445	396	400	436	416	369
CAALFM_C104820CA	NC_032089.1	1003914	1004285	-	372	1593	1563	1649	1657	1156	1175	1846	1621
CAALFM_C104830WA	NC_032089.1	1004469	1007279	+	2811	3904	3998	3690	3551	4617	4392	4538	4107
CAALFM_C104840CA	NC_032089.1	1007444	1007815	-	372	367	383	466	563	660	911	545	468
CAALFM_C104850CA	NC_032089.1	1008208	1008380	-	173	39	32	71	50	58	46	30	38
CAALFM_C104860WA	NC_032089.1	1008955	1011525	+	2571	836	914	860	872	1251	1070	980	888
CAALFM_C104870WA	NC_032089.1	1012991	1014757	+	1767	58	59	54	82	146	115	55	45
CAALFM_C104880CA	NC_032089.1	1015097	1015459	-	363	2950	3344	3420	3719	2944	3010	3474	3214
CAALFM_C104890WA	NC_032089.1	1015786	1016976	+	1191	11400	12481	12154	12470	12241	11341	13058	11375
CAALFM_C104900WA	NC_032089.1	1017681	1019972	+	2292	422	428	769	740	1067	932	424	436
CAALFM_C104910CA	NC_032089.1	1020126	1021085	-	960	542	495	689	620	578	612	515	543
CAALFM_C104930CA	NC_032089.1	1021667	1022368	-	702	40	37	34	31	63	63	28	34
CAALFM_C104940CA	NC_032089.1	1023215	1023751	-	537	1	6	21	31	48	35	19	9
CAALFM_C104950CA	NC_032089.1	1028271	1032458	-	4188	1614	1574	1540	1489	1335	1019	1259	1418
CAALFM_C104960CA	NC_032089.1	1033844	1035829	-	1986	278	270	276	293	251	262	247	231
CAALFM_C104970WA	NC_032089.1	1036804	1040895	+	4092	6473	7033	7026	7482	5279	4791	6727	6729
CAALFM_C104980CA	NC_032089.1	1041964	1043523	-	1560	958	955	938	821	1036	1063	990	844
CAALFM_C104990CA	NC_032089.1	1044362	1045495	-	1134	139	157	148	129	215	168	122	109
CAALFM_C105000WA	NC_032089.1	1048309	1050273	+	1965	449	347	521	560	395	287	325	330
CAALFM_C105010CA	NC_032089.1	1050452	1051426	-	975	163	240	299	240	269	277	167	179
CAALFM_C105020CA	NC_032089.1	1051994	1053736	-	1743	310	319	315	310	444	397	390	303
CAALFM_C105030CA	NC_032089.1;NC_032089.1	1054104;1054680	1054595;1054799	-;-	612	152	154	147	117	168	163	165	161
